Customer_Key,Membership_Type,Baseline_HSIC_SoW,Recent_HSIC_SoW,SoW_Change_pp,SoW_Decline_pp,Recent_Total_Net_Sales,Recent_HSIC_Net_Sales,Recent_Non_HSIC_Net_Sales,Recent_Transaction_Count,Recent_HSIC_Transaction_Rows,HSIC_Recency_Days,Primary_Leakage_Method,Primary_Leakage_Spend,Top_Category,Top_Category_Spend,Silent_Attrition_Flag,HSIC_Dormant_Flag,High_Value_Low_SoW_Flag,Recoverable_Wallet,Opportunity_Score,Opportunity_Tier,Business_Segment,Strategic_Priority,Campaign_Segment,Recommended_Strategy
HSIC-10288,Prime,0.0,0.0,0.0,0.0,13262.79,0.0,13262.79,36.0,0.0,999.0,MetroMart Wallet,7921.56,Electronics,7921.56,0,0,1,13262.79,69.31255602289181,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-10289,Non-Prime,77.726358591938,0.0,-77.726358591938,77.726358591938,601.56,0.0,601.56,12.0,0.0,310.0,MetroMart Wallet,601.56,Bill Payments,601.56,1,1,0,601.56,37.375370612976624,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10290,Prime,0.0,37.086273886409934,37.086273886409934,-37.086273886409934,2704.99,1003.18,1701.81,26.0,1.0,59.0,MetroMart Wallet,1701.81,Apparel,1701.81,0,0,0,1701.81,24.17603254499069,Low,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10291,Prime,88.2675533445492,90.53902462211236,2.271471277563166,-2.271471277563166,11044.95,9999.99,1044.96,20.0,1.0,116.0,Debit Card,1044.96,Furniture,9999.99,0,0,0,1044.96,29.31807212300903,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-10292,Non-Prime,0.0,0.0,0.0,0.0,6483.38,0.0,6483.38,24.0,0.0,999.0,Debit Card,3940.08,Electronics,3940.08,0,0,0,6483.38,51.38350686064952,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10293,Prime,0.0,0.0,0.0,0.0,567.62,0.0,567.62,14.0,0.0,999.0,Debit Card,567.62,Grocery,567.62,0,0,0,567.62,21.636902709784184,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10294,Prime,0.0,0.0,0.0,0.0,6846.45,0.0,6846.45,16.0,0.0,999.0,Other Bank Credit Card,3899.58,Electronics,3899.58,0,0,0,6846.45,52.69082258842999,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10295,Non-Prime,0.0,0.0,0.0,0.0,3107.13,0.0,3107.13,45.0,0.0,999.0,Cash/UPI,1862.63,Grocery,1862.63,0,0,0,3107.13,37.44673515824312,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10296,Prime,26.64736119477835,0.0,-26.64736119477835,26.64736119477835,12900.96,0.0,12900.96,24.0,0.0,203.0,Cash/UPI,9893.17,Travel,9893.17,1,1,1,12900.96,77.83044887264703,Critical,Wallet Migrators,Win Back,High-Value Dormant,"High-priority reactivation campaign highlighting HSIC rewards versus non-reward payment methods, combined with a limited spend milestone."
HSIC-10297,Prime,6.989728865487481,0.0,-6.989728865487481,6.989728865487481,9999.99,0.0,9999.99,4.0,0.0,328.0,Other Bank Credit Card,9999.99,Electronics,9999.99,0,1,0,9999.99,70.28407915603667,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10298,Non-Prime,45.18515630445904,22.558312473161077,-22.626843831297965,22.626843831297965,8592.93,1938.42,6654.509999999999,60.0,1.0,61.0,MetroMart Wallet,4739.86,Travel,4739.86,1,0,0,6654.509999999999,59.53285527132317,High,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-10299,Prime,0.0,0.0,0.0,0.0,1147.26,0.0,1147.26,7.0,0.0,999.0,MetroMart Wallet,1147.26,Beauty,1147.26,0,0,0,1147.26,25.922912500861894,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10300,Prime,0.0,100.0,100.0,-100.0,2361.61,2361.61,0.0,5.0,1.0,100.0,,,Beauty,2361.61,0,0,0,0.0,15.812590498517547,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-10301,Non-Prime,0.0,100.0,100.0,-100.0,3907.38,3907.38,0.0,17.0,1.0,34.0,,,Electronics,3907.38,0,0,0,0.0,16.332482934565263,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-10302,Prime,0.0,0.0,0.0,0.0,1493.26,0.0,1493.26,3.0,0.0,999.0,MetroMart Wallet,1493.26,Kids And Toys,1493.26,0,0,0,1493.26,28.474453561332137,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10303,Prime,0.0,0.0,0.0,0.0,2731.69,0.0,2731.69,14.0,0.0,999.0,MetroMart Wallet,1856.5,Beauty,1856.5,0,0,0,2731.69,35.74743156588292,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10304,Prime,17.791717073595382,0.0,-17.791717073595382,17.791717073595382,1114.9,0.0,1114.9,12.0,0.0,323.0,MetroMart Wallet,1114.9,Bill Payments,1114.9,0,1,0,1114.9,35.35682272633248,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10305,Prime,0.0,0.0,0.0,0.0,2326.43,0.0,2326.43,10.0,0.0,999.0,Cash/UPI,1734.06,Kids And Toys,1734.06,0,0,0,2326.43,33.5320278563056,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10306,Prime,6.323009948905188,56.43748897123698,50.11447902233179,-50.11447902233179,9067.2,5117.3,3949.9,45.0,1.0,136.0,Cash/UPI,3949.9,Outdoor,5117.3,0,0,0,3949.9,40.70019995862925,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-10307,Non-Prime,100.0,0.0,-100.0,100.0,13003.22,0.0,13003.22,12.0,0.0,269.0,MetroMart Wallet,5411.2,Travel,8858.45,1,1,1,13003.22,85.33027649451837,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-10308,Prime,0.0,30.621688076670267,30.621688076670267,-30.621688076670267,6161.45,1886.74,4274.71,56.0,1.0,180.0,Cash/UPI,3030.67,Electronics,2301.0,0,0,0,4274.71,40.10859822105771,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10309,Prime,100.0,0.0,-100.0,100.0,1538.67,0.0,1538.67,14.0,0.0,213.0,MetroMart Wallet,792.25,Grocery,792.25,1,1,0,1538.67,44.300834310142726,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10310,Prime,0.0,0.0,0.0,0.0,6273.3,0.0,6273.3,24.0,0.0,999.0,Debit Card,4130.4400000000005,Kids And Toys,3691.9,0,0,0,6273.3,50.67089567675653,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10311,Prime,34.791330446581846,0.0,-34.791330446581846,34.791330446581846,2821.79,0.0,2821.79,22.0,0.0,355.0,Cash/UPI,1836.04,Electronics,1836.04,1,1,0,2821.79,48.540646762738746,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10312,Non-Prime,0.0,82.9549473846675,82.9549473846675,-82.9549473846675,4664.99,3869.84,795.15,14.0,1.0,42.0,Other Bank Credit Card,795.15,Outdoor,3869.84,0,0,0,795.15,21.001516927532236,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-10313,Prime,0.0,0.0,0.0,0.0,3722.17,0.0,3722.17,14.0,0.0,999.0,MetroMart Wallet,2385.14,Outdoor,2385.14,0,0,0,3722.17,40.41818934013653,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10314,Prime,10.694321794418933,55.20847940274422,44.51415760832528,-44.51415760832528,12765.05,7047.39,5717.66,48.0,1.0,94.0,Other Bank Credit Card,3560.4199999999996,Furniture,11825.54,0,0,0,5717.66,47.675308556850304,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-10315,Prime,100.0,0.0,-100.0,100.0,10151.36,0.0,10151.36,21.0,0.0,296.0,Debit Card,5928.24,Large Appliances,9568.62,1,1,0,10151.36,79.71971316279391,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10316,Prime,0.0,0.0,0.0,0.0,296.26,0.0,296.26,24.0,0.0,999.0,Cash/UPI,1507.75,Bill Payments,924.31,0,0,0,296.26,20.29545611252844,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10317,Prime,0.0,0.0,0.0,0.0,4335.4800000000005,0.0,4335.4800000000005,39.0,0.0,999.0,Debit Card,3190.32,Travel,1800.9,0,0,0,4335.4800000000005,43.147624629387025,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10318,Non-Prime,100.0,0.0,-100.0,100.0,8641.07,0.0,8641.07,14.0,0.0,305.0,MetroMart Wallet,6600.88,Electronics,6600.88,1,1,0,8641.07,75.24615596773081,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10319,Prime,11.505648298014698,14.331877950119685,2.8262296521049866,-2.8262296521049866,9094.97,1303.48,7791.49,18.0,1.0,48.0,Other Bank Credit Card,7791.49,Large Appliances,7791.49,0,0,0,7791.49,49.62869751085982,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10320,Prime,0.0,0.0,0.0,0.0,7051.66,0.0,7051.66,36.0,0.0,999.0,MetroMart Wallet,3975.53,Outdoor,3975.53,0,0,0,7051.66,53.43653037302627,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10321,Non-Prime,0.0,0.0,0.0,0.0,5416.25,0.0,5416.25,3.0,0.0,999.0,Debit Card,5416.25,Furniture,5416.25,0,0,0,5416.25,47.49982762187134,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10322,Non-Prime,0.0,0.0,0.0,0.0,672.6,0.0,672.6,11.0,0.0,999.0,Cash/UPI,672.6,Beauty,672.6,0,0,0,672.6,22.405364407363994,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10323,Non-Prime,40.555960404285464,0.0,-40.555960404285464,40.555960404285464,3988.93,0.0,3988.93,6.0,0.0,258.0,MetroMart Wallet,3988.93,Kids And Toys,3988.93,1,1,0,3988.93,53.286216644832095,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10324,Prime,0.0,0.0,0.0,0.0,8556.26,0.0,8556.26,95.0,0.0,999.0,Cash/UPI,3521.46,Outdoor,3054.86,0,0,0,8556.26,58.02661518306558,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10325,Non-Prime,36.568951516990786,0.0,-36.568951516990786,36.568951516990786,4565.9,0.0,4565.9,21.0,0.0,298.0,MetroMart Wallet,4159.18,Grocery,2327.91,1,1,0,4565.9,55.91360408191408,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10326,Non-Prime,78.5867552754516,0.0,-78.5867552754516,78.5867552754516,5883.530000000001,0.0,5883.530000000001,24.0,0.0,360.0,MetroMart Wallet,2538.56,Beauty,2538.56,1,1,0,5883.530000000001,65.47231607253673,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10327,Prime,23.157911056205517,7.4466120064084445,-15.711299049797072,15.711299049797072,7958.25,592.62,7365.63,56.0,1.0,50.0,Cash/UPI,6300.469999999999,Electronics,3848.72,1,0,0,7365.63,59.56836516582775,High,Active HSIC Growers,Grow,Silent Decliners,Highlight existing 3% Prime Electronics cashback with a targeted HSIC payment reminder.
HSIC-10328,Prime,46.01226305993458,0.0,-46.01226305993458,46.01226305993458,1496.59,0.0,1496.59,9.0,0.0,243.0,Other Bank Credit Card,1496.59,Electronics,1496.59,1,1,0,1496.59,40.45680204095704,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10329,Prime,63.40665597018788,16.16701948307115,-47.23963648711673,47.23963648711673,15777.8,2550.8,13227.0,136.0,1.0,28.0,MetroMart Wallet,10684.85,Electronics,10104.97,1,0,1,13227.0,78.37585327173687,Critical,Active HSIC Growers,Grow,High-Value Silent Decliners,"Targeted win-back campaign using recent spend behavior, category preference, and a time-bound HSIC spend milestone."
HSIC-10330,Prime,31.294571715961624,0.0,-31.294571715961624,31.294571715961624,5137.99,0.0,5137.99,36.0,0.0,213.0,Other Bank Credit Card,4341.15,Kids And Toys,2382.86,1,1,0,5137.99,56.31076329035372,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10331,Non-Prime,64.6711584701344,0.0,-64.6711584701344,64.6711584701344,2771.51,0.0,2771.51,14.0,0.0,326.0,MetroMart Wallet,2771.51,Beauty,1881.66,1,1,0,2771.51,50.84155002413294,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10332,Prime,39.24153556036919,0.0,-39.24153556036919,39.24153556036919,7090.57,0.0,7090.57,12.0,0.0,291.0,Cash/UPI,6346.84,Furniture,6346.84,1,1,0,7090.57,65.54540439908985,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10333,Non-Prime,0.0,100.0,100.0,-100.0,3724.61,3724.61,0.0,8.0,1.0,84.0,,,Electronics,3724.61,0,0,0,0.0,17.109908294835552,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-10334,Prime,0.0,0.0,0.0,0.0,2196.79,0.0,2196.79,2.0,0.0,999.0,MetroMart Wallet,2196.79,Beauty,2196.79,0,0,0,2196.79,32.793559953113146,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10335,Prime,13.052060964490526,0.0,-13.052060964490526,13.052060964490526,16031.32,0.0,16031.32,51.0,0.0,309.0,MetroMart Wallet,9824.3,Large Appliances,15172.33,0,1,1,16031.32,81.44763152451218,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-10336,Prime,0.0,0.0,0.0,0.0,1076.37,0.0,1076.37,3.0,0.0,999.0,Debit Card,1076.37,Apparel,1076.37,0,0,0,1076.37,25.39750396469696,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10337,Prime,100.0,0.0,-100.0,100.0,2964.13,0.0,2964.13,3.0,0.0,337.0,Cash/UPI,2964.13,Electronics,2964.13,1,1,0,2964.13,54.22050610218575,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10338,Prime,73.44851805028796,0.0,-73.44851805028796,73.44851805028796,872.02,0.0,872.02,6.0,0.0,300.0,Cash/UPI,872.02,Apparel,872.02,1,1,0,872.02,39.00124112252637,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10339,Prime,33.730744335649824,0.0,-33.730744335649824,33.730744335649824,15248.52,0.0,15248.52,144.0,0.0,205.0,Cash/UPI,10674.04,Electronics,11287.5,1,1,1,15248.52,81.92201613459284,Critical,Wallet Migrators,Win Back,High-Value Dormant,"High-priority reactivation campaign highlighting HSIC rewards versus non-reward payment methods, combined with a limited spend milestone."
HSIC-10340,Prime,17.294285874310038,0.0,-17.294285874310038,17.294285874310038,1459.15,0.0,1459.15,3.0,0.0,305.0,Cash/UPI,1459.15,Apparel,1459.15,0,1,0,1459.15,37.65152037509481,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10341,Prime,0.0,0.0,0.0,0.0,803.99,0.0,803.99,9.0,0.0,999.0,Debit Card,803.99,Bill Payments,803.99,0,0,0,803.99,23.358960215127905,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-10342,Non-Prime,84.05166132322938,0.0,-84.05166132322938,84.05166132322938,3128.83,0.0,3128.83,10.0,0.0,292.0,Cash/UPI,2808.08,Beauty,2808.08,1,1,0,3128.83,53.14452182307109,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10343,Prime,100.0,0.0,-100.0,100.0,7148.45,0.0,7148.45,21.0,0.0,316.0,Debit Card,3687.33,Large Appliances,3461.12,1,1,0,7148.45,70.92153347583259,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-10344,Prime,44.89173768714543,66.93864262104793,22.046904933902503,-22.046904933902503,7064.349999999999,4728.78,2335.5699999999997,52.0,1.0,75.0,Debit Card,951.41,Furniture,4728.78,0,0,0,2335.5699999999997,31.927876990967384,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-10345,Prime,31.092746334861125,7.462414679386244,-23.630331655474883,23.630331655474883,13559.15,1011.84,12547.31,203.0,1.0,40.0,Debit Card,11261.78,Travel,6907.35,1,0,1,12547.31,74.2673929531821,Critical,Active HSIC Growers,Grow,High-Value Silent Decliners,"Targeted win-back campaign using recent spend behavior, category preference, and a time-bound HSIC spend milestone."
HSIC-10346,Non-Prime,0.0,0.0,0.0,0.0,24919.77,0.0,24919.77,27.0,0.0,999.0,MetroMart Wallet,16593.34,Furniture,9999.99,0,0,1,24919.77,76.95787078535476,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
